# RIGHT SOLUTIONS A.I. - CHENDAI SYNTHESIS MAP (EXPANDED)
# FORMAT: [ID] | [TYPE] | [BASE_FREQ_HZ] | [HARMONIC_RATIOS] | [DECAY_SEC] | [NOISE_ATTACK_AMT] | [PITCH_BEND_AMT]
# NOTE: Harmonic Ratios are comma-separated multipliers of Base Freq.
# NOTE: Noise Attack is 0.0 (clean) to 1.0 (pure noise).
# NOTE: Pitch Bend is Hz drop over time (simulates skin stretching).

# --- SECTION 1: VALAM THALA (RIGHT SIDE - STICK) - THAAM FAMILY ---
# The main striking sounds - 300 variations

THAAM_400HZ_SOFT | STICK_CENTER | 400.0 | 1.5, 2.0 | 0.18 | 0.20 | 8.0
CHAPU_435HZ_CLOSED | HAND_SLAP | 435.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_436HZ_OPEN | HAND_SLAP | 436.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_436HZ_CLOSED | HAND_SLAP | 436.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_437HZ_OPEN | HAND_SLAP | 437.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_437HZ_CLOSED | HAND_SLAP | 437.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_438HZ_OPEN | HAND_SLAP | 438.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_438HZ_CLOSED | HAND_SLAP | 438.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_439HZ_OPEN | HAND_SLAP | 439.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_439HZ_CLOSED | HAND_SLAP | 439.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_440HZ_OPEN | HAND_SLAP | 440.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_440HZ_CLOSED | HAND_SLAP | 440.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_441HZ_OPEN | HAND_SLAP | 441.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_441HZ_CLOSED | HAND_SLAP | 441.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_442HZ_OPEN | HAND_SLAP | 442.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_442HZ_CLOSED | HAND_SLAP | 442.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_443HZ_OPEN | HAND_SLAP | 443.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_443HZ_CLOSED | HAND_SLAP | 443.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_444HZ_OPEN | HAND_SLAP | 444.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_444HZ_CLOSED | HAND_SLAP | 444.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_445HZ_OPEN | HAND_SLAP | 445.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_445HZ_CLOSED | HAND_SLAP | 445.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_446HZ_OPEN | HAND_SLAP | 446.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_446HZ_CLOSED | HAND_SLAP | 446.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_447HZ_OPEN | HAND_SLAP | 447.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_447HZ_CLOSED | HAND_SLAP | 447.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_448HZ_OPEN | HAND_SLAP | 448.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_448HZ_CLOSED | HAND_SLAP | 448.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_449HZ_OPEN | HAND_SLAP | 449.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_449HZ_CLOSED | HAND_SLAP | 449.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_450HZ_OPEN | HAND_SLAP | 450.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_450HZ_CLOSED | HAND_SLAP | 450.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_451HZ_OPEN | HAND_SLAP | 451.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_451HZ_CLOSED | HAND_SLAP | 451.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_452HZ_OPEN | HAND_SLAP | 452.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_452HZ_CLOSED | HAND_SLAP | 452.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_453HZ_OPEN | HAND_SLAP | 453.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_453HZ_CLOSED | HAND_SLAP | 453.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_454HZ_OPEN | HAND_SLAP | 454.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_454HZ_CLOSED | HAND_SLAP | 454.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_455HZ_OPEN | HAND_SLAP | 455.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_455HZ_CLOSED | HAND_SLAP | 455.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_456HZ_OPEN | HAND_SLAP | 456.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_456HZ_CLOSED | HAND_SLAP | 456.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_457HZ_OPEN | HAND_SLAP | 457.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_457HZ_CLOSED | HAND_SLAP | 457.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_458HZ_OPEN | HAND_SLAP | 458.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_458HZ_CLOSED | HAND_SLAP | 458.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_459HZ_OPEN | HAND_SLAP | 459.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_459HZ_CLOSED | HAND_SLAP | 459.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_460HZ_OPEN | HAND_SLAP | 460.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_460HZ_CLOSED | HAND_SLAP | 460.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_461HZ_OPEN | HAND_SLAP | 461.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_461HZ_CLOSED | HAND_SLAP | 461.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_462HZ_OPEN | HAND_SLAP | 462.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_462HZ_CLOSED | HAND_SLAP | 462.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_463HZ_OPEN | HAND_SLAP | 463.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_463HZ_CLOSED | HAND_SLAP | 463.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_464HZ_OPEN | HAND_SLAP | 464.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_464HZ_CLOSED | HAND_SLAP | 464.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_465HZ_OPEN | HAND_SLAP | 465.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_465HZ_CLOSED | HAND_SLAP | 465.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_466HZ_OPEN | HAND_SLAP | 466.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_466HZ_CLOSED | HAND_SLAP | 466.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_467HZ_OPEN | HAND_SLAP | 467.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_467HZ_CLOSED | HAND_SLAP | 467.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_468HZ_OPEN | HAND_SLAP | 468.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_468HZ_CLOSED | HAND_SLAP | 468.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_469HZ_OPEN | HAND_SLAP | 469.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_469HZ_CLOSED | HAND_SLAP | 469.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_470HZ_OPEN | HAND_SLAP | 470.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_470HZ_CLOSED | HAND_SLAP | 470.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_471HZ_OPEN | HAND_SLAP | 471.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_471HZ_CLOSED | HAND_SLAP | 471.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_472HZ_OPEN | HAND_SLAP | 472.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_472HZ_CLOSED | HAND_SLAP | 472.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_473HZ_OPEN | HAND_SLAP | 473.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_473HZ_CLOSED | HAND_SLAP | 473.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_474HZ_OPEN | HAND_SLAP | 474.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_474HZ_CLOSED | HAND_SLAP | 474.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_475HZ_OPEN | HAND_SLAP | 475.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_475HZ_CLOSED | HAND_SLAP | 475.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_476HZ_OPEN | HAND_SLAP | 476.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_476HZ_CLOSED | HAND_SLAP | 476.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_477HZ_OPEN | HAND_SLAP | 477.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_477HZ_CLOSED | HAND_SLAP | 477.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_478HZ_OPEN | HAND_SLAP | 478.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_478HZ_CLOSED | HAND_SLAP | 478.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_479HZ_OPEN | HAND_SLAP | 479.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_479HZ_CLOSED | HAND_SLAP | 479.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0

# --- SECTION 7: NAKKU (FINGER TAPS) - SUBTLE FILLERS ---
# Light finger taps - 150 variations

NAKKU_INDEX_550HZ | FINGER_TAP | 550.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_551HZ | FINGER_TAP | 551.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_552HZ | FINGER_TAP | 552.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_553HZ | FINGER_TAP | 553.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_554HZ | FINGER_TAP | 554.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_555HZ | FINGER_TAP | 555.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_556HZ | FINGER_TAP | 556.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_557HZ | FINGER_TAP | 557.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_558HZ | FINGER_TAP | 558.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_559HZ | FINGER_TAP | 559.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_560HZ | FINGER_TAP | 560.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_561HZ | FINGER_TAP | 561.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_562HZ | FINGER_TAP | 562.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_563HZ | FINGER_TAP | 563.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_564HZ | FINGER_TAP | 564.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_565HZ | FINGER_TAP | 565.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_566HZ | FINGER_TAP | 566.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_567HZ | FINGER_TAP | 567.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_568HZ | FINGER_TAP | 568.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_569HZ | FINGER_TAP | 569.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_570HZ | FINGER_TAP | 570.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_571HZ | FINGER_TAP | 571.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_572HZ | FINGER_TAP | 572.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_573HZ | FINGER_TAP | 573.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_574HZ | FINGER_TAP | 574.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_575HZ | FINGER_TAP | 575.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_576HZ | FINGER_TAP | 576.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_577HZ | FINGER_TAP | 577.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_578HZ | FINGER_TAP | 578.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_579HZ | FINGER_TAP | 579.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_580HZ | FINGER_TAP | 580.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_581HZ | FINGER_TAP | 581.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_582HZ | FINGER_TAP | 582.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_583HZ | FINGER_TAP | 583.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_584HZ | FINGER_TAP | 584.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_585HZ | FINGER_TAP | 585.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_586HZ | FINGER_TAP | 586.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_587HZ | FINGER_TAP | 587.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_588HZ | FINGER_TAP | 588.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_589HZ | FINGER_TAP | 589.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_590HZ | FINGER_TAP | 590.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_591HZ | FINGER_TAP | 591.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_592HZ | FINGER_TAP | 592.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_593HZ | FINGER_TAP | 593.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_594HZ | FINGER_TAP | 594.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_595HZ | FINGER_TAP | 595.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_596HZ | FINGER_TAP | 596.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_597HZ | FINGER_TAP | 597.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_598HZ | FINGER_TAP | 598.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_599HZ | FINGER_TAP | 599.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_600HZ | FINGER_TAP | 600.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_601HZ | FINGER_TAP | 601.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_602HZ | FINGER_TAP | 602.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_603HZ | FINGER_TAP | 603.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_604HZ | FINGER_TAP | 604.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_605HZ | FINGER_TAP | 605.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_606HZ | FINGER_TAP | 606.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_607HZ | FINGER_TAP | 607.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_608HZ | FINGER_TAP | 608.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_609HZ | FINGER_TAP | 609.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_610HZ | FINGER_TAP | 610.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_611HZ | FINGER_TAP | 611.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_612HZ | FINGER_TAP | 612.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_613HZ | FINGER_TAP | 613.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_614HZ | FINGER_TAP | 614.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_615HZ | FINGER_TAP | 615.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_616HZ | FINGER_TAP | 616.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_617HZ | FINGER_TAP | 617.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_618HZ | FINGER_TAP | 618.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_619HZ | FINGER_TAP | 619.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_620HZ | FINGER_TAP | 620.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_621HZ | FINGER_TAP | 621.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_622HZ | FINGER_TAP | 622.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_623HZ | FINGER_TAP | 623.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_624HZ | FINGER_TAP | 624.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_625HZ | FINGER_TAP | 625.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_626HZ | FINGER_TAP | 626.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_627HZ | FINGER_TAP | 627.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_628HZ | FINGER_TAP | 628.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_629HZ | FINGER_TAP | 629.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_630HZ | FINGER_TAP | 630.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_631HZ | FINGER_TAP | 631.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_632HZ | FINGER_TAP | 632.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_633HZ | FINGER_TAP | 633.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_634HZ | FINGER_TAP | 634.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_635HZ | FINGER_TAP | 635.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_636HZ | FINGER_TAP | 636.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_637HZ | FINGER_TAP | 637.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_638HZ | FINGER_TAP | 638.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_639HZ | FINGER_TAP | 639.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_640HZ | FINGER_TAP | 640.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_641HZ | FINGER_TAP | 641.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_INDEX_642HZ | FINGER_TAP | 642.0 | 2.0 | 0.052 | 0.05 | 0.0
NAKKU_INDEX_643HZ | FINGER_TAP | 643.0 | 2.0, 3.5 | 0.055 | 0.05 | 0.0
NAKKU_INDEX_644HZ | FINGER_TAP | 644.0 | 2.0 | 0.058 | 0.05 | 0.0
NAKKU_INDEX_645HZ | FINGER_TAP | 645.0 | 2.0, 3.5 | 0.061 | 0.05 | 0.0
NAKKU_INDEX_646HZ | FINGER_TAP | 646.0 | 2.0 | 0.040 | 0.05 | 0.0
NAKKU_INDEX_647HZ | FINGER_TAP | 647.0 | 2.0, 3.5 | 0.043 | 0.05 | 0.0
NAKKU_INDEX_648HZ | FINGER_TAP | 648.0 | 2.0 | 0.046 | 0.05 | 0.0
NAKKU_INDEX_649HZ | FINGER_TAP | 649.0 | 2.0, 3.5 | 0.049 | 0.05 | 0.0
NAKKU_THUMB_220HZ | FINGER_TAP | 220.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_221HZ | FINGER_TAP | 221.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
NAKKU_THUMB_222HZ | FINGER_TAP | 222.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_223HZ | FINGER_TAP | 223.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_224HZ | FINGER_TAP | 224.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_225HZ | FINGER_TAP | 225.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_226HZ | FINGER_TAP | 226.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_227HZ | FINGER_TAP | 227.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_228HZ | FINGER_TAP | 228.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_229HZ | FINGER_TAP | 229.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
NAKKU_THUMB_230HZ | FINGER_TAP | 230.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_231HZ | FINGER_TAP | 231.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_232HZ | FINGER_TAP | 232.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_233HZ | FINGER_TAP | 233.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_234HZ | FINGER_TAP | 234.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_235HZ | FINGER_TAP | 235.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_236HZ | FINGER_TAP | 236.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_237HZ | FINGER_TAP | 237.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
NAKKU_THUMB_238HZ | FINGER_TAP | 238.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_239HZ | FINGER_TAP | 239.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_240HZ | FINGER_TAP | 240.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_241HZ | FINGER_TAP | 241.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_242HZ | FINGER_TAP | 242.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_243HZ | FINGER_TAP | 243.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_244HZ | FINGER_TAP | 244.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_245HZ | FINGER_TAP | 245.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
NAKKU_THUMB_246HZ | FINGER_TAP | 246.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_247HZ | FINGER_TAP | 247.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_248HZ | FINGER_TAP | 248.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_249HZ | FINGER_TAP | 249.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_250HZ | FINGER_TAP | 250.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_251HZ | FINGER_TAP | 251.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_252HZ | FINGER_TAP | 252.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_253HZ | FINGER_TAP | 253.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
NAKKU_THUMB_254HZ | FINGER_TAP | 254.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_255HZ | FINGER_TAP | 255.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_256HZ | FINGER_TAP | 256.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_257HZ | FINGER_TAP | 257.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_258HZ | FINGER_TAP | 258.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_259HZ | FINGER_TAP | 259.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_260HZ | FINGER_TAP | 260.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_261HZ | FINGER_TAP | 261.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0
